start	end	text
6318000	6320000	habla con server radio
6320000	6322000	vía radio
6322000	6324000	bueno
6324000	6326000	este tres
6330000	6332000	server
6334000	6336000	radio
6338000	6340000	asigna
6342000	6344000	el P
6346000	6348000	P
6350000	6352000	P
6352000	6354000	y este plan
6362000	6364000	y luego
6364000	6366000	envía
6368000	6370000	al POR
6376000	6378000	POR
6380000	6382000	POR
6386000	6388000	aplica
6390000	6392000	plan
6394000	6396000	al POR
6400000	6402000	y
6402000	6404000	envía
6406000	6408000	y P
6408000	6410000	a
6410000	6412000	la
6412000	6414000	UNO
6426000	6428000	ese es por que me
6428000	6430000	una vez que ya la LTE esta
6430000	6432000	configurada
6432000	6434000	y una vez que se ejecutaron todos estos botones
6434000	6436000	este es lo que pasa luego
6436000	6438000	por detrás
6438000	6440000	el cliente
6440000	6442000	habla con el POR, mira aquí en el internet
6442000	6444000	el POR le consulta a través de él, mira este aquí en el internet
6444000	6446000	se lo damos o no?
6446000	6448000	el server le dice, dale si va
6448000	6450000	le asigna un IP y le asigna un plan
6450000	6452000	y todo eso se le envía al POR
6452000	6454000	y luego el POR
6454000	6456000	hace dos cosas
6456000	6458000	una, emita la conexión que tiene
6458000	6460000	por POR
6460000	6462000	dice bueno todo va a ir a 200 Mbps
6462000	6464000	y luego dos
6464000	6466000	por el mismo POR le dice
6466000	6468000	a la UNO mira este es el IP que va
6468000	6470000	a ver
6470000	6472000	y así empieza
6478000	6480000	alguna duda está?
6480000	6482000	no
6482000	6484000	comentario
6486000	6488000	preocupación
6488000	6490000	la verdad esta preocupada
6490000	6492000	yo te preocupo
6492000	6494000	porque no se
6494000	6496000	sabes que este tipo de cosas siempre salen unos
6496000	6498000	cambriajos que te cambian
6498000	6500000	nunca sale bonito
6500000	6502000	como si no
6504000	6506000	siempre sale algo
6506000	6508000	estoy viendo si es que funciona el API
6508000	6510000	entonces
6510000	6512000	una tarjeta que mandaron es como
6512000	6514000	una cosa así sin sentido
6516000	6518000	depende de otros archivos que si no
6518000	6520000	no lo mandaron
6520000	6522000	entonces
6522000	6524000	salvo la página de la boleta y no mandaron
6524000	6526000	no lo mandaron bien
6526000	6528000	no mandaron bien
6528000	6530000	pero digo que tal vez no haga falta
6530000	6532000	que son solo como unas fracciones de unos
6532000	6534000	números ahí
6534000	6536000	y
6536000	6538000	como se, hay que irte y contar
6538000	6540000	los cambios que son
6540000	6542000	tal vez haya complicaciones
6542000	6544000	por ahí
6544000	6546000	ok
6546000	6548000	este
6550000	6552000	mire líneas generales
6552000	6554000	esto
6554000	6556000	a nivel de
6556000	6558000	de infraestructura las cosas como dependen
6558000	6560000	y eso
6560000	6562000	este
6564000	6566000	tal vez no
6566000	6568000	si
6568000	6570000	entonces parte esta solo como
6570000	6572000	mas o menos copiarse
6572000	6574000	de los detectors
6574000	6576000	¿como?
6576000	6578000	de esta parte esta también como solo
6578000	6580000	copiarse de los detectors
6580000	6582000	doctor
6582000	6584000	para comenzar
6584000	6586000	reitero, para salir de esta gente
6586000	6588000	te ofrezcas un copy
6588000	6590000	y salimos de esta
6590000	6592000	y es bueno
6592000	6594000	que si
6594000	6596000	hay cualquier cantidad de trabajo aquí
6596000	6598000	no tiene
6598000	6600000	cualquier cantidad de cosas
6600000	6602000	que se pueden mejorar
6602000	6604000	pero bueno
6604000	6606000	tienes un excel
6606000	6608000	vamos a salir el excel
6608000	6610000	este
6610000	6612000	donde sacamos las velocidades aquí o allá
6612000	6614000	este mira que mas se puede ver
6614000	6616000	hay unos temas de log de
6616000	6618000	porque por ejemplo
6618000	6620000	algo que existe en la ley es que
6620000	6622000	cuando usas el internet
6622000	6624000	que pasa si alguien se impone a hacer
6624000	6626000	vamos a hacerle el parque
6626000	6628000	al presidente
6628000	6630000	llega
6630000	6632000	y te dice mira
6632000	6634000	¿quien tiene este IP?
6634000	6636000	tu tienes que poder decirle
6636000	6638000	mira pues carajos anda y matalo a él
6638000	6640000	y dice no
6640000	6642000	que red no se sabe
6642000	6644000	que red no se sabe
6644000	6646000	si pero no
6646000	6648000	a mi te camina
6648000	6650000	porque
6650000	6652000	hay una configuración
6652000	6654000	que se dice en la red de
6654000	6656000	de como se dice
6656000	6658000	bueno mira osea que
6658000	6660000	tengo este IP público
6660000	6662000	se la distribuyen estos 200
6662000	6664000	clientes
6664000	6666000	y entonces si hay un ataque
6666000	6668000	va a venir de alguno de estos 200
6668000	6670000	y tambien hay un tema de puerto
6670000	6672000	que se usa
6672000	6674000	TCP entonces si que actualidad el ataque
6674000	6676000	es por TCP que es lo mas probable
6676000	6678000	este
6678000	6680000	yo puedo decir bueno yo decir que este rango
6680000	6682000	haga este cliente entonces el que es
6684000	6686000	eso es una video pero hay otras
6686000	6688000	que precisamente se reporta
6688000	6690000	a esta hora
6690000	6692000	esta usando
6692000	6694000	a esta hora esta usando todo
6694000	6696000	y lo va guardando
6696000	6698000	eso consume
6702000	6704000	no
6704000	6706000	no se hacen rave
6708000	6710000	no se hacen rave porque esto es otra cosa
6710000	6712000	mas arriba
6712000	6714000	eso es
6714000	6716000	en la parte del
6716000	6718000	en el momento en que traducen
6718000	6720000	de que es privada a publico
6720000	6722000	hay otro tema
6722000	6724000	hay otra vaina que es mas
6724000	6726000	si si lo que es
6726000	6728000	que es mas de lo que pasa
6728000	6730000	pero en fin
6730000	6732000	se dice que esta muy por encima
6732000	6734000	esta alla adelante
6734000	6736000	no se le va a dar nota a esta gente
6736000	6738000	si primero se le va a dar nota a esta gente
6738000	6740000	y despues
6740000	6742000	esta
6742000	6744000	esta
6744000	6746000	esta
6746000	6748000	estamos
6748000	6750000	estamos
6750000	6752000	estamos
6752000	6754000	estamos
6766000	6768000	donde esta el
6768000	6770000	¿Cómo es el petito de si lo voy a comer?
6770000	6771000	Sí.
6771000	6772000	¿No?
6772000	6773000	¿Nosotros qué podemos hacer?
6773000	6774000	Que si, por ejemplo, tomes y...
6774000	6775000	No, porque...
6775000	6776000	En...
6776000	6777000	En...
6777000	6778000	En...
6778000	6779000	En...
6779000	6780000	En...
6780000	6781000	En...
6781000	6782000	En...
6782000	6783000	En...
6783000	6784000	En...
6784000	6785000	En...
6785000	6786000	En...
6786000	6787000	En...
6787000	6788000	En...
6788000	6789000	En...
6789000	6790000	En...
6790000	6791000	En...
6791000	6792000	En...
6792000	6793000	En...
6793000	6794000	En...
6794000	6795000	En...
6795000	6796000	En...
6796000	6797000	En...
6797000	6798000	En...
6798000	6799000	En...
6811000	6823000	Y el día de...
6823000	6828000	Bueno, vale, vamos a acercarnos, pero hay por ahí una lanchería, ¿no?
6828000	6830000	Ahí es que va, pensé más que aquí va
6831000	6835000	Coño, bajá... medio, medio
6835000	6838000	Medio, medio, medio, medio
6838000	6842000	Tiene que estar ahí en contra de esa lanchería, medio lejos
6842000	6845000	Donde solo no se ve como dos piezas
6847000	6851000	Así, vamos a quedarnos
6852000	6856000	No nos creen en Torrejumbo
6856000	6859000	No nos queremos ir a Torrejumbo
6859000	6862000	No queremos ir a Torrejumbo
6863000	6866000	Ustedes no quieren
6866000	6870000	Mira, escúchame, es complicado
6870000	6873000	¿Quién ha presentado esto?
6873000	6878000	No sé, no sé, pero estoy ya...
6878000	6881000	Están dando el saco a un mando
6881000	6884000	Que no se ve nada de...
6890000	6893000	Estoy haciendo para...
6893000	6896000	Para un software, unas cosas, para máquinas virtuales
6896000	6899000	No, más ni siquiera, en contenedores
6899000	6902000	En unas tarjetas de envío que tiro en la red
6903000	6907000	Para mí eso sí es... no es más de negro pero...
6909000	6913000	Tiene que ser la 5070
6913000	6918000	Para sacar cuotas en Estados Unidos en la frontera es como carajo, pero...
6918000	6921000	5070 para sacar cuotas en Estados Unidos
6921000	6924000	La saca a cuotas, la grafica
6925000	6928000	Tú lo tenés una grafica, tú tenés la 60
6928000	6930000	No, la 2060
6930000	6933000	Pero esa era la 5070
6933000	6935000	Pero no...
6935000	6937000	Ya, no te había llegado la tarjeta
6937000	6938000	Ya
6938000	6939000	Grafica no
6939000	6941000	Ah, no te había llegado
6941000	6944000	No, porque me pusiste en el taller
6944000	6947000	Y la sacé la 5070 de donde se llega
6947000	6949000	Ahí fue a cuotas
6949000	6950000	¿A cuotas?
6950000	6954000	Cuatro cobros de 125 a 130
6958000	6961000	Sí, pico un caché, pero gringo
6962000	6965000	Pico un caché, ¿existe eso?
6965000	6968000	No, no es que ni siquiera tenés la registra allí
6968000	6970000	Tenemos la tarjeta allá por acá
6970000	6972000	O una tarjeta internacional
6972000	6975000	Porque Facebook te da la opción cada quien se diga
6977000	6981000	¿Y cómo te vas a hacer todo eso?
6983000	6987000	Yo la sacé, no me importa si me la traes para la tarjeta allá
6988000	6990000	Bien
6990000	6992000	También vas a aplicar el crédito de Amazon
6992000	6995000	Si te metes una tarjeta digital que es elegible
6995000	7001000	Amazon te habilita la opción de pagar las 5 cuotas mensuales
7003000	7005000	Entonces te acabas pagando por lo menos...
7005000	7007000	Ese panel ya te compró la 5090
7007000	7010000	Pues no te la dejo porque no uso esa tarjeta
7010000	7014000	Yo se la compré a los cobros de 125 a 130
7017000	7020000	Va a quedar pagando por 5 meses
7020000	7022000	Creo que es como 300
7024000	7027000	No te va a pagar, entonces yo llevo por lo menos
7027000	7028000	Claro
7028000	7030000	Ese es la venta
7034000	7036000	No hay sal por ahí
7036000	7037000	¿Ah?
7037000	7038000	Sal
7038000	7039000	¿Sal?
7039000	7040000	No
7046000	7048000	Si no le poses
